3E,10739,ORD,3830,BRL,5726,NA,0,CNC
3E,10739,ORD,3830,DEC,4042,NA,0,CNC
AA,24,ORD,3830,ABQ,4019,Y,0,E75
AA,24,ORD,3830,ALO,5718,Y,0,ERD
AA,24,ORD,3830,AMM,2170,Y,0,340
AA,24,ORD,3830,ART,3838,Y,0,ERD
AA,24,ORD,3830,ATL,3682,Y,0,E75 CR7
AA,24,ORD,3830,AUH,2179,Y,0,777
AA,24,ORD,3830,AUS,3673,NA,0,M80 M83
AA,24,ORD,3830,AZO,4039,Y,0,ER4 ERD
AA,24,ORD,3830,BDL,3825,Y,0,ER4 E75
AA,24,ORD,3830,BMI,4037,Y,0,ER4 ERD
AA,24,ORD,3830,BNA,3690,Y,0,ER4 ERD CR7 E75
AA,24,ORD,3830,BOS,3448,NA,0,738
AA,24,ORD,3830,BUF,3820,Y,0,ER4 CR7 E75
AA,24,ORD,3830,BWI,3849,Y,0,E75 ER4 CR7
AA,24,ORD,3830,CDG,1382,NA,0,763
AA,24,ORD,3830,CHA,3578,Y,0,ER4 ERD
AA,24,ORD,3830,CHO,4015,Y,0,CRJ
AA,24,ORD,3830,CID,4043,Y,0,ER4
AA,24,ORD,3830,CLE,3486,Y,0,ER4 CR7 ERD
AA,24,ORD,3830,CLT,3876,NA,0,321 320 E90 319
AA,24,ORD,3830,CMH,3759,Y,0,ER4 CR7 ERD
AA,24,ORD,3830,CMI,4049,Y,0,ER4 ERD
AA,24,ORD,3830,COU,3719,Y,0,ER4 ERD
AA,24,ORD,3830,CUN,1852,NA,0,738
AA,24,ORD,3830,CVG,3488,Y,0,ER4
AA,24,ORD,3830,CWA,4045,Y,0,ERD ER4
AA,24,ORD,3830,DAY,3627,Y,0,ER4
AA,24,ORD,3830,DBQ,4388,Y,0,ERD ER4
AA,24,ORD,3830,DCA,3520,NA,0,738 M83 M80
AA,24,ORD,3830,DEN,3751,NA,0,M80 M83
AA,24,ORD,3830,DFW,3670,NA,0,M80 M83 738
AA,24,ORD,3830,DOH,11051,NA,0,777
AA,24,ORD,3830,DSM,3729,Y,0,ERD ER4 E75
AA,24,ORD,3830,DTW,3645,Y,0,ERD E75 ER4 CR7
AA,24,ORD,3830,DUB,599,NA,0,763
AA,24,ORD,3830,DUS,345,NA,0,763
AA,24,ORD,3830,ELP,3559,Y,0,E75
AA,24,ORD,3830,EVV,4018,Y,0,ER4 ERD
AA,24,ORD,3830,EWR,3494,Y,0,CR7 E75
AA,24,ORD,3830,FAR,4292,Y,0,ER4
AA,24,ORD,3830,FCO,1555,NA,0,763
AA,24,ORD,3830,FLL,3533,NA,0,738
AA,24,ORD,3830,FNT,4089,Y,0,ER4 ERD
AA,24,ORD,3830,FSD,4009,Y,0,ER4 ERD
AA,24,ORD,3830,FWA,4041,Y,0,ERD ER4
AA,24,ORD,3830,GRB,3653,Y,0,ER4
AA,24,ORD,3830,GRR,3685,Y,0,ER4 ERD
AA,24,ORD,3830,HKG,3077,Y,0,773
AA,24,ORD,3830,HPN,3589,Y,0,ERD
AA,24,ORD,3830,HSV,4113,Y,0,ER4
AA,24,ORD,3830,IAH,3550,Y,0,CR7
AA,24,ORD,3830,ICT,3457,Y,0,CRJ
AA,24,ORD,3830,IND,3585,Y,0,ER4 ERD E75 CR7
AA,24,ORD,3830,JAX,3712,Y,0,ER4 CR7
AA,24,ORD,3830,JFK,3797,NA,0,738
AA,24,ORD,3830,LAS,3877,NA,0,M83 738
AA,24,ORD,3830,LAX,3484,NA,0,738
AA,24,ORD,3830,LEX,4017,Y,0,ERD ER4
AA,24,ORD,3830,LGA,3697,NA,0,738
AA,24,ORD,3830,LHR,507,NA,0,763 777
AA,24,ORD,3830,LIT,3660,Y,0,ER4 CR7
AA,24,ORD,3830,LSE,4044,Y,0,ER4 ERD
AA,24,ORD,3830,MAD,1229,NA,0,330
AA,24,ORD,3830,MAN,478,NA,0,763
AA,24,ORD,3830,MBJ,1780,NA,0,738
AA,24,ORD,3830,MCI,3458,Y,0,ER4 CR7 E75 ERD
AA,24,ORD,3830,MCO,3878,NA,0,738 M83 M80
AA,24,ORD,3830,MDT,3542,Y,0,ERD CR7
AA,24,ORD,3830,MEM,3473,Y,0,CR7 ER4 ERD
AA,24,ORD,3830,MEX,1824,NA,0,738
AA,24,ORD,3830,MHK,4050,Y,0,ERD ER4
AA,24,ORD,3830,MIA,3576,NA,0,738 763
AA,24,ORD,3830,MKE,3717,Y,0,CRJ
AA,24,ORD,3830,MLI,4072,Y,0,ERD ER4
AA,24,ORD,3830,MQT,3675,Y,0,ER4
AA,24,ORD,3830,MSN,3459,Y,0,ER4 ERD
AA,24,ORD,3830,MSP,3858,Y,0,E75 CR7
AA,24,ORD,3830,MSY,3861,Y,0,E75
AA,24,ORD,3830,NRT,2279,NA,0,773 777
AA,24,ORD,3830,OKC,3863,Y,0,ER4 CR7
AA,24,ORD,3830,OMA,3454,Y,0,E75 ER4 CR7
AA,24,ORD,3830,PBI,3722,NA,0,M83 738 M80
AA,24,ORD,3830,PDX,3720,NA,0,738
AA,24,ORD,3830,PEK,3364,NA,0,777
AA,24,ORD,3830,PHL,3752,NA,0,320 321 319 E90
AA,24,ORD,3830,PHX,3462,NA,0,321 738 M83 320 M80
AA,24,ORD,3830,PIA,4046,Y,0,ER4 ERD
AA,24,ORD,3830,PIT,3570,Y,0,E75 CR7 ER4
AA,24,ORD,3830,PSP,3839,NA,0,M83
AA,24,ORD,3830,PVG,3406,NA,0,777
AA,24,ORD,3830,PVR,1836,NA,0,M83
AA,24,ORD,3830,RDU,3626,NA,0,738 M80 M83
AA,24,ORD,3830,RIC,3608,Y,0,ERD
AA,24,ORD,3830,RNO,3807,NA,0,738
AA,24,ORD,3830,ROC,3622,Y,0,ERD ER4
